miRNA	transcript	r	p.value	number_of_cell_line	m_min	m_median	m_max	m_mean	t_min	t_median	t_max	t_mean
hsa-mir-3653	SNORD125	NA	NA	NA	0.282946	4.089614	109.5111	7.69899966666667	0	0	3.247643	0.0170707663230241
hsa-mir-3654	CHCHD3	-0.0125	0.883	142	0	0.097405	12.66784	0.418817914089347	10.672753	63.698866	139.04269	64.2611918900344
hsa-mir-3655	IK	-0.29	0.000333	149	0	0.123965	3.10506	0.273225817869416	6.263191	62.880407	117.017035	63.6463766460481
hsa-mir-3656	TRAPPC4	0.226	0.437	14	0	0	2.305497	0.0316678694158076	4.839933	56.78851	272.525231	59.7229459828179
hsa-mir-3657	NAA25	0.383	0.308	9	0	0	0.672871	0.0089237766323024	1.224459	6.610108	21.224121	7.05835523024055
hsa-mir-3658	UCK2	0.405	0.0361	27	0	0	1.104325	0.0276120927835052	5.490045	34.150057	72.32485	35.0685545704467
hsa-mir-3659	MIR3659HG	0.427	0.398	6	0	0	2.082868	0.0154736013745704	0	0	8.032929	0.0649090481099656
hsa-mir-365a	MIR193BHG	0.266	7.44e-06	276	2.706627	25.56074	188.6487	32.7216139037801	0.008713	0.196166	1.987297	0.270855567010309
hsa-mir-365b	AC003101.1	0.236	0.316	20	2.706627	25.58428	188.6487	32.6314822233677	0	0	0.277145	0.00871362542955326
hsa-mir-3662	HBS1L	0.139	0.0353	230	0	0.585996	7.925111	1.04487641580756	3.447324	17.566243	37.542555	17.7227838213058
hsa-mir-3663	MIR3663HG	NA	NA	NA	0	0	0.421433	0.00863005154639175	0	0	0.082799	0.000907835051546392
hsa-mir-3664	SHANK2	0.0133	0.855	191	0	0.310582	9.922493	0.496243865979381	0	0.851197	5.342182	1.04379645360825
hsa-mir-3666	FOXP2	NA	NA	NA	0	0	0	0	0	0.43202	12.060759	1.01983035051546
hsa-mir-3667	C22orf34	0.161	0.194	67	0	0	5.76405	0.177690395189003	0	0.018644	2.183834	0.0840214467353952
hsa-mir-367	MIR302CHG	NA	NA	NA	0	0	0	0	0	0.073191	0.759689	0.110608821305842
hsa-mir-3670-4	NOMO2	NA	NA	NA	0	0	0	0	0	0.432738	17.68747	0.695049364261168
hsa-mir-3671	JAK1	NA	NA	NA	0	0	0	0	0	0.070983	10.762969	0.262985171821306
hsa-mir-3674	AC019257.8	NA	NA	NA	0	0	0	0	0	0.043485	3.272954	0.154235041237113
hsa-mir-3674	CLN8	NA	NA	NA	0	0	0	0	0	0.052305	0.510281	0.0693949759450172
hsa-mir-3677	AC009065.4	0.0408	0.502	274	0	7.771049	62.94486	10.0204821202749	0	1.557181	8.149215	1.76820140549828
hsa-mir-3679	MGAT5	-0.0755	0.355	152	0	0.106868	1.849193	0.22262041580756	3.362351	25.510057	151.684956	29.9003871683849
hsa-mir-3680-2	AC133555.6	0.0967	0.241	149	0	0.142751	3.458245	0.23772470790378	0	1.975068	10.690694	2.12528262886598
hsa-mir-3681	MIR3681HG	0.702	0.505	3	0	0	508.2393	1.91983892439863	0	0	1.118151	0.00938472164948454
hsa-mir-3682	ASB3	0.151	0.372	37	0	0.766002	5.904435	1.01626012714777	0	0	3.257182	0.0211181683848797
hsa-mir-3683	AC079804.3	NA	NA	NA	0	0	0	0	0	0.134207	1.300684	0.204007883161512
hsa-mir-3684	METAP1	0.0914	0.226	177	0	0.216943	1.873586	0.299533237113402	4.806037	32.790586	66.188352	33.3673982680412
hsa-mir-3686	CCDC26	NA	NA	NA	0	0	0.520717	0.00178940549828179	0	0	4.139366	0.0419629759450172
hsa-mir-3687-1	FP671120.4	NA	NA	NA	0	0	0	0	0	0	8.623664	0.569238127147766
hsa-mir-3688-2	RAPGEF2	0.109	0.486	43	0	0	0.542896	0.0369304914089347	0	2.022852	12.957735	2.36451274914089
hsa-mir-3690-1	CSF2RA	0.136	0.0439	221	0	0.381238	8.325485	0.645895625429553	0.07075	2.33243	19.102859	3.27555311683849
hsa-mir-3690-2	CSF2RA	NA	NA	NA	0	0	0	0	0.07075	2.33243	19.102859	3.27555311683849
hsa-mir-3691	LYRM4	-0.0438	0.546	193	0	0.26417	5.480438	0.417299436426117	2.903279	18.749188	55.006502	19.6689546975945
hsa-mir-3692	ZDHHC14	0.156	0.667	10	0	0	0.587673	0.00973466666666667	0.221479	1.545896	5.180399	1.64035152233677
hsa-mir-370	AL117190.1	0.467	0.0041	36	0.695839	8.256312	242.2978	10.8298517697595	0	0	0.202165	0.00532416494845361
hsa-mir-370	MEG8	0.215	0.00198	204	0.695839	8.256312	242.2978	10.8298517697595	0	0.020492	9.288815	0.0977537147766323
hsa-mir-3714	PLCL2	NA	NA	NA	0	0	0	0	0.093491	1.394786	13.404317	2.25423390034364
hsa-mir-371b	AC008753.3	NA	NA	NA	0	0	0.657569	0.0499363676975945	0	0	0	0
hsa-mir-374a	FTX	0.122	0.0451	269	0	1031.072	3786.111	1142.9175375945	1.091937	5.839746	365.874882	8.66694331271478
hsa-mir-374b	FTX	0.268	6.13e-06	276	1.125157	70.44975	265.2927	78.8562522680412	0.95952	5.445016	248.422717	7.85054001030928
hsa-mir-378a	PPARGC1B	0.517	6.99e-20	270	228.1384	1374.375	12365	1781.93555876289	0.193016	1.983696	8.170688	2.21767692783505
hsa-mir-378d-1	C4orf50	-0.158	0.0766	126	0	0.218378	2.079549	0.304281498281787	0	0.00419	0.152021	0.00863006872852234
hsa-mir-378d-2	MIR378D2HG	-0.0293	0.714	159	0	0.257573	2.506613	0.367100979381443	0	0.063425	1.425487	0.0887133917525773
hsa-mir-378e	DOCK2	-0.439	0.561	4	0	0	0.422824	0.00385383505154639	0.063125	1.783517	21.139311	2.74614903780069
hsa-mir-378i	TNFRSF13C	-0.0114	0.934	55	0	0	7.519518	0.129830958762887	0.019174	0.333963	107.554515	1.15270730927835
hsa-mir-378j	DDX52	NA	NA	NA	0	0	0.374513	0.00232137457044674	2.454436	12.680297	59.92224	13.2282203642612
hsa-mir-379	MEG8	-0.857	0.345	3	38.25533	792.5363	11482.41	897.154014948454	0	0	0.032764	0.00018726116838488
hsa-mir-380	MEG8	0.0138	0.991	3	0	0.740874	14.38098	0.956390285223368	0	0	0.032764	0.00018726116838488
hsa-mir-381	MIR381HG	-0.806	0.403	3	6.087004	43.06142	1922.403	53.0307614914089	0	0	0.201138	0.00159657731958763
hsa-mir-383	SGCZ	0.496	1.18e-07	102	0	0.342374	1184.034	4.97761178006873	0	0	0.784562	0.00764162542955326
hsa-mir-384	MIR325HG	NA	NA	NA	0	0	0	0	0	0.015869	0.805357	0.0402865154639175
hsa-mir-3907	CRYGN	NA	NA	NA	0	0	0.328785	0.00112984536082474	0	0.024914	1.058165	0.0598527731958763
hsa-mir-3909	TOM1	0.0844	0.211	221	0	0.388527	4.500627	0.512741085910653	0.032191	24.692898	63.122289	25.7089417457045
hsa-mir-3910-2	ROR2	-0.222	0.376	18	0	0	1.639128	0.0433617388316151	0	0	0.258997	0.0201444948453608
hsa-mir-3911	AL162426.1	0.0697	0.735	26	0	0	1.460321	0.0707073195876289	0	0	2.619817	0.124267628865979
hsa-mir-3911	PTRH1	-0.024	0.941	12	0	0	1.460321	0.0707073195876289	0	0	0.375737	0.0256577491408935
hsa-mir-3914-2	GALNT17	0.369	0.76	3	0	0	0.34907	0.00450053264604811	0	0.080413	4.562407	0.175027219931271
hsa-mir-3915	DMD	-1	0.0167	3	0	0	0.226784	0.00164435051546392	0	0.080497	4.919335	0.244751189003436
hsa-mir-3917	STMN1	0.234	0.000133	261	0	1.309523	61.61194	2.32453188659794	10.495926	106.088124	662.77052	115.778419927835
hsa-mir-3919	IQCJ-SCHIP1	0.0878	0.836	8	0	0	0.425821	0.00559339862542955	0	2.286924	18.778959	2.86677713402062
hsa-mir-3920	TRPC6	-0.111	0.393	61	0	0	1.512549	0.0632289072164949	0.009683	0.30771	6.449795	0.420877154639175
hsa-mir-3921	FILIP1L	-0.0716	0.909	5	0	0	0.236875	0.0043170206185567	0	0	0.773405	0.0115889828178694
hsa-mir-3922	CHST11	0.165	0.0126	227	0	0.328785	3.124303	0.510854182130584	0.177259	2.444106	36.827016	3.69486448797251
hsa-mir-3926-1	LONRF1	-0.0993	0.313	105	0	0	1.222556	0.123949642611684	1.362995	6.02098	25.242125	6.8785373161512
hsa-mir-3935	GNAO1	NA	NA	NA	0	0	0	0	0	0.405183	24.187755	1.20134025773196
hsa-mir-3936	MIR3936HG	0.128	0.309	65	0	0	2.250314	0.0886914295532646	0.031866	0.922997	3.908827	1.08378927491409
hsa-mir-3938	ERC2	-0.253	0.512	9	0	0	0.372743	0.00705945704467354	0	0.016056	1.384632	0.047722852233677
hsa-mir-3939	Z94721.1	0.103	0.595	29	0	0	1.317906	0.0619539862542955	0	0.083424	0.790329	0.11472452233677
hsa-mir-3939	Z94721.3	0.161	0.264	50	0	0	1.317906	0.0619539862542955	0	0.127878	2.420618	0.185691986254296
hsa-mir-3940	KHSRP	0.0846	0.173	261	0	1.192434	45.00627	2.35053927835052	6.966354	59.781691	118.830349	60.5904620103093
hsa-mir-3941	PLEKHA1	0.0221	0.745	220	0	0.339992	4.151819	0.495113563573883	0.434597	17.362106	74.075985	18.2795476735395
hsa-mir-3942	DPH6	0.163	0.0174	213	0	0.389621	2.924382	0.504115783505155	0.541125	3.978985	20.356661	4.44583855670103
hsa-mir-3943	HECW1	0.0199	0.843	102	0	0	2.174148	0.156835549828179	0	0.164738	3.379204	0.285736233676976
hsa-mir-3943	HECW1-IT1	0.0678	0.899	6	0	0	2.174148	0.156835549828179	0	0	2.213045	0.0135388041237113
hsa-mir-3944	ECHS1	0.355	1.05e-06	179	0	0.213735	7.338038	0.448198432989691	9.542139	160.725803	371.175621	165.12568209622
hsa-mir-3945	MIR3945HG	0.527	0.0359	16	0	0	0.569477	0.015652883161512	0	0.08079	6.188308	0.225769436426117
hsa-mir-3960	CDK9	NA	NA	NA	0	0	0.356767	0.00153310996563574	0	0	0.238128	0.011152824742268
hsa-mir-3960	MIR2861	NA	NA	NA	0	0	0.356767	0.00153310996563574	0	0	0	0
hsa-mir-3972	PADI3	NA	NA	NA	0	0	0	0	0	0.083799	54.635873	1.55334873539519
hsa-mir-3973	LDLRAD3	NA	NA	NA	0	0	0	0	0.130913	4.668908	19.995292	5.28766647766323
hsa-mir-3974	AC048352.1	NA	NA	NA	0	0	0	0	0	0	1.925242	0.0101223883161512
hsa-mir-3975	GALNT1	NA	NA	NA	0	0	0	0	0	0.839834	7.786341	1.06943905498282
hsa-mir-3976	MIR3976HG	NA	NA	NA	0	0	0	0	0	0	0.215306	0.00143566666666667
hsa-mir-3978	TMEM164	NA	NA	NA	0	0	0.196451	0.000675089347079038	3.325714	17.943381	70.307226	19.8097521168385
hsa-mir-411	MEG8	0.985	0.11	3	0	8.420175	186.2264	10.30058795189	0	0	0.032764	0.00018726116838488
hsa-mir-421	FTX	0.142	0.0186	273	0	4.489374	29.52218	5.70201612027491	0.95952	5.445016	248.422717	7.85054001030928
hsa-mir-423	NSRP1	0.133	0.0296	266	42.17502	133.4075	1416.728	182.04970814433	1.815834	19.001829	39.620399	19.0913184261168
hsa-mir-424	MIR503HG	0.407	1.17e-08	182	0	95.96291	853.3161	133.72327461512	0	0.064486	3.13099	0.168859020618557
hsa-mir-425	DALRD3	0.00456	0.941	266	31.98904	287.7187	2872.313	371.660736666667	0	1.772201	6.064606	1.91382604123711
hsa-mir-4251	PRDM16	NA	NA	NA	0	0	0	0	0	0.215841	3.970679	0.493269202749141
hsa-mir-4254	ADGRB2	NA	NA	NA	0	0	0.180442	0.00062007560137457	0	0.356337	7.831416	0.527587955326461
hsa-mir-4257	ADAMTSL4	NA	NA	NA	0	0	0	0	0	1.013439	56.060339	1.73240318900344
hsa-mir-4258	CKS1B	NA	NA	NA	0	0	0	0	10.067353	106.21391	327.032119	110.19167142268
hsa-mir-4259	CFAP45	NA	NA	NA	0	0	0.425821	0.00186594501718213	0	0.457458	6.389312	0.515153580756014
hsa-mir-4260	LAMB3	NA	NA	NA	0	0	0	0	1.431016	48.638022	381.489645	56.0492414776632
hsa-mir-4263	BABAM2	NA	NA	NA	0	0	0	0	3.099037	26.736145	70.279116	27.5524741340206
hsa-mir-4268	AC008281.1	NA	NA	NA	0	0	0	0	0	0	0.486075	0.00167036082474227
hsa-mir-4270	COLQ	NA	NA	NA	0	0	0	0	0.034596	0.373499	2.494418	0.468756096219931
hsa-mir-4273	LINC00960	NA	NA	NA	0	0	0	0	0	0.122196	1.239094	0.159680697594502
hsa-mir-4274	SORCS2	NA	NA	NA	0	0	0	0	0.025436	0.556393	17.344638	0.968244749140893
hsa-mir-4280	MIR4280HG	NA	NA	NA	0	0	0	0	0	0.047247	1.344398	0.0988854089347079
hsa-mir-4281	SNCB	NA	NA	NA	0	0	0	0	0	0.023296	5.865626	0.0733538969072165
hsa-mir-4285	SH2B2	NA	NA	NA	0	0	0	0	0	2.134309	51.166381	2.63486828865979
hsa-mir-4287	SCARA5	NA	NA	NA	0	0	0	0	0	0.364645	353.49169	2.81840414776632
hsa-mir-4289	AL390791.1	NA	NA	NA	0	0	0.313375	0.00107689003436426	0	0	0.046062	0.00115532989690722
hsa-mir-4290	MIR4290HG	NA	NA	NA	0	0	0	0	0	0	0.019637	0.000325305841924399
hsa-mir-4291	AL442224.1	NA	NA	NA	0	0	0	0	0	0	3.156108	0.0582736804123711
hsa-mir-4292	RABL6	NA	NA	NA	0	0	0.374513	0.00128698625429553	6.359687	71.519469	182.579701	72.5602416494845
hsa-mir-4293	FRMD4A	NA	NA	NA	0	0	0	0	0	0	0.121079	0.00372319243986254
hsa-mir-4294	AC060234.2	NA	NA	NA	0	0	0	0	0	0	0.913918	0.0181336151202749
hsa-mir-4295	VTI1A	NA	NA	NA	0	0	0.121099	0.000416147766323024	2.177683	5.871068	14.075217	5.96854220618557
hsa-mir-4296	CTBP2	0.595	0.405	4	0	0	0.405323	0.00342534364261168	1.296935	48.254835	111.008238	48.2695904914089
hsa-mir-4297	EBF3	NA	NA	NA	0	0	0	0	0	0.15632	24.292659	0.385564243986254
hsa-mir-4300	MIR4300HG	NA	NA	NA	0	0	0	0	0	0	0.305587	0.0088455704467354
hsa-mir-4301	DRD2	NA	NA	NA	0	0	0	0	0	0.164529	18.886597	0.980051865979381
hsa-mir-4304	PITPNM2	NA	NA	NA	0	0	0	0	0.06716	2.988771	9.541491	3.14130273883162
hsa-mir-4306	CLYBL	-0.23	0.258	26	0	0	1.090995	0.024921147766323	0.413205	10.463603	39.292083	11.8986955463918
hsa-mir-4307	AL110292.1	NA	NA	NA	0	0	0	0	0	0	0.237906	0.00680307216494845
hsa-mir-4307	MIR4307HG	NA	NA	NA	0	0	0	0	0	0	0.544322	0.00450318213058419
hsa-mir-4308	GCH1	NA	NA	NA	0	0	0	0	2.488378	10.667061	42.015638	11.3717583092784
hsa-mir-431	AL117190.1	0.278	0.0961	37	0.869572	10.56996	172.4265	13.3096873917526	0	0	0.202165	0.00532416494845361
hsa-mir-4310	SPTBN5	NA	NA	NA	0	0	0	0	0	0.345212	11.640134	0.682299395189003
hsa-mir-4312	ANP32A	NA	NA	NA	0	0	0	0	14.693014	122.49147	262.387445	127.817818460481
hsa-mir-4313	AC019294.3	NA	NA	NA	0	0	0	0	0	0	0.179668	0.00290033333333333
hsa-mir-4315-1	PLEKHM1	0.125	0.714	11	0	0	0.994323	0.0133860996563574	0.526106	7.593182	28.419402	7.97393003780069
hsa-mir-4317	L3MBTL4	NA	NA	NA	0	0	0	0	0	0.977702	10.129246	1.30911897938144
hsa-mir-4318	AC009899.1	NA	NA	NA	0	0	0.117105	0.000402422680412371	0	0	0.118811	0.0010624295532646
hsa-mir-432	AL117190.1	0.376	0.0258	35	0.698598	6.176328	275.4176	8.81337899312715	0	0	0.202165	0.00532416494845361
hsa-mir-4320	MYO5B	0.472	0.344	6	0	0	0.497162	0.00718025429553265	0.025524	10.299602	33.026564	11.3188012130584
hsa-mir-4321	AMH	NA	NA	NA	0	0	0	0	0	0.630902	21.654326	2.15573350515464
hsa-mir-4323	POU2F2	NA	NA	NA	0	0	0	0	0	0	0.46506	0.03636335395189
hsa-mir-4324	SLC6A16	NA	NA	NA	0	0	0	0	0	0.113566	37.407305	0.311337082474227
hsa-mir-4326	ARFGAP1	0.142	0.027	241	0	6.067495	54.07928	8.95450327835051	2.03263	38.801315	145.026796	42.5831495979381
hsa-mir-4329	AMOT	NA	NA	NA	0	0	0	0	0.019197	5.604417	43.910893	6.65967152920962
hsa-mir-433	AL117190.1	0.14	0.43	34	0	1.054524	36.27521	1.95645629553265	0	0	0.202165	0.00532416494845361
hsa-mir-4419a	AL031428.1	NA	NA	NA	0	0	0	0	0	0	2.29833	0.02405935395189
hsa-mir-4420	LAPTM5	-0.352	0.288	11	0	0	3.119323	0.0252700962199313	2.755018	45.195407	520.400847	66.3290675841924
hsa-mir-4422	MIR4422HG	-0.591	0.294	5	0	0	2.935215	0.032988412371134	0	0	0.09959	0.00396413058419244
hsa-mir-4426	RPS27AP5	0.012	0.95	30	0	0	1.027122	0.0404844192439863	0.085573	2.315714	24.114401	2.89835051890034
hsa-mir-4427	KCNK1	0.129	0.784	7	0	0	0.553377	0.00862441237113402	0.072533	16.099223	104.546054	18.3766967766323
hsa-mir-4428	RYR2	-0.753	0.457	3	0	0	0.30993	0.0034470206185567	0	0.130081	2.771839	0.244370470790378
hsa-mir-4432	MIR4432HG	NA	NA	NA	0	0	0	0	0	0	7.677433	0.0393791993127148
hsa-mir-4433b	AC114752.2	NA	NA	NA	0	0	4.500627	0.147008652920962	0	0	0.149927	0.000815676975945017
hsa-mir-4434	AFTPH	-0.051	0.595	111	0	0	5.727888	0.185828608247423	1.076246	14.249867	27.611506	14.2063557044674
hsa-mir-4435-1	AC133644.2	-0.0385	0.814	40	0	0	0.768468	0.0426913917525773	0.087641	1.159446	12.018296	1.35293683848797
hsa-mir-4435-1	CYTOR	0.123	0.476	36	0	0	0.768468	0.0426913917525773	0	0.079176	2.496688	0.135546419243986
hsa-mir-4435-2	MIR4435-2HG	-0.354	0.0368	35	0	0	1.301793	0.040617618556701	0.931817	5.481185	48.534402	6.77306364604811
hsa-mir-4436b-1	MALL	0.267	0.283	18	0	0	8.069239	0.0506059312714777	0.698604	51.533727	505.222105	70.5957750515464
hsa-mir-4436b-2	AC140479.4	0.379	0.148	16	0	0	4.610994	0.0362756735395189	0	0.519863	10.574451	0.786953481099656
hsa-mir-4438	SPAG16	NA	NA	NA	0	0	0	0	0	0.005537	13.897272	0.0890218144329897
hsa-mir-4439	DOCK10	NA	NA	NA	0	0	0	0	0	0.029597	3.662844	0.26999524742268
hsa-mir-4440	HDAC4	NA	NA	NA	0	0	0	0	0.330886	3.188006	13.663752	3.28098516838488
hsa-mir-4441	HDAC4	NA	NA	NA	0	0	0.846745	0.00430263917525773	0.431314	3.255122	13.597312	3.3437164742268
hsa-mir-4442	TOP2B	-0.248	0.101	45	0	0.291293	4.402823	0.417483268041237	0	0	20.197015	0.525175326460481
hsa-mir-4444-1	HNRNPA3	0.029	0.674	212	0	0.327854	3.745135	0.468446092783505	8.243049	120.106585	321.086822	126.09091361512
hsa-mir-4444-2	AC117481.1	0.591	0.409	4	0	0.559409	6.404427	0.760019773195876	0	0	0.304548	0.00250929209621993
hsa-mir-4445	LINC01205	NA	NA	NA	0	0	20.82869	0.0715762542955326	0	0	1.069322	0.00512200343642612
hsa-mir-4446	SIDT1	0.276	0.000302	167	0	0.201893	10.53151	0.528786934707904	0.166993	2.526284	16.719296	3.44121931958763
hsa-mir-4447	LSAMP	NA	NA	NA	0	0	0	0	0	0	0.439605	0.0122957628865979
hsa-mir-4449	DANCR	0.101	0.11	253	0	1.218447	79.19587	2.78872313058419	7.652479	63.751732	302.344764	70.7158931237113
hsa-mir-4449	LINC01618	-0.2	0.117	63	0	1.218447	79.19587	2.78872313058419	0	0	0.236371	0.00990598625429553
hsa-mir-4450	SHROOM3	NA	NA	NA	0	0	0.285033	0.00176496219931271	0.037754	10.393716	37.83908	11.4848992027491
hsa-mir-4451	ARHGAP24	-0.2	0.264	33	0	0	2.561771	0.0561975051546392	0	0.298836	3.136756	0.439796271477663
hsa-mir-4452	MAPK10	NA	NA	NA	0	0	0.809281	0.00278103436426117	0	0.043856	1.350761	0.106113144329897
hsa-mir-4453	MIR4453HG	0.0793	0.294	177	0	0.2061	4.162742	0.321420003436426	0.078527	1.3594	8.101327	1.53634905498282
hsa-mir-4458	MIR4458HG	-0.195	0.675	7	0	0	0.431384	0.00621047422680412	0	0.6835	7.412038	0.763911388316151
hsa-mir-4459	ARL15	NA	NA	NA	0	0	0.270883	0.00093086941580756	0.826422	7.283448	31.877965	7.86910005154639
hsa-mir-4461	PCBD2	0.044	0.5	238	0	0.717482	11.51484	1.40552475257732	1.443526	7.015478	18.975535	7.14016503780069
hsa-mir-4464	AL132996.1	0.384	0.749	3	0	0	1.481747	0.00735956357388316	0	0	0.457622	0.00559818556701031
hsa-mir-4467	LRWD1	-0.518	0.234	7	0	0	1.039774	0.00888884879725086	0.106282	11.887706	30.062376	12.1974668865979
hsa-mir-4469	RNF170	-0.115	0.375	62	0	0	2.250314	0.0748337869415808	3.303124	10.047105	37.035394	11.4458455189003
hsa-mir-4473	MLLT3	0.164	0.0102	246	0	0.714705	22.45754	1.06982558075601	0.23319	9.616679	47.737828	10.9888464707904
hsa-mir-4474	MLLT3	-0.136	0.143	118	0	0	1.872567	0.142326965635739	0.23319	9.616679	47.737828	10.9696940309278
hsa-mir-4476	PAX5	0.855	0.348	3	0	0	2.963494	0.0112532336769759	0	0.138486	48.04808	0.806920189003436
hsa-mir-4479	TRAF2	-0.0502	0.584	121	0	0	4.162742	0.184647319587629	0.803197	17.063148	62.26545	17.5743626494845
hsa-mir-448	HTR2C	-0.053	0.901	8	0	0	0.339062	0.00599891065292096	0	0	1.514876	0.0359622920962199
hsa-mir-4480	CAMK1D	-0.532	0.0192	19	0	0	2.561771	0.0268009656357388	0.155875	5.586474	35.569976	6.89004803092783
hsa-mir-4485	MTRNR2L8	NA	NA	NA	0	0	0.412593	0.00365087285223368	0	0.233195	10.129718	0.416298374570447
hsa-mir-4486	NAV2	NA	NA	NA	0	0	0	0	0	2.974789	32.258726	3.31029758419244
hsa-mir-4489	SIPA1	-0.143	0.642	13	0	0	0.595999	0.0142246013745704	0.087327	10.844433	58.3297	11.366299580756
hsa-mir-4496	AC007569.1	-0.19	0.515	14	0	0	0.740874	0.0124654639175258	0	0.074292	2.534814	0.201840670103093
hsa-mir-4498	GCN1	0.0211	0.928	21	0	0	0.612602	0.0212229896907216	5.474167	23.636143	59.193221	24.3045204089347
hsa-mir-4499	CRYL1	NA	NA	NA	0	0	0	0	7.238853	61.596818	293.382481	70.2927196151203
hsa-mir-449a	CDC20B	0.58	1.57e-05	48	0	0	3.051806	0.135961243986254	0	0.005629	0.562744	0.0194695051546392
hsa-mir-449b	CDC20B	0.0416	0.866	19	0	0	1.55253	0.0394008591065292	0	0.005629	0.562744	0.0194695051546392
hsa-mir-449c	CDC20B	0.485	0.131	11	0	0	0.563652	0.0116125429553265	0	0.005629	0.562744	0.0194695051546392
hsa-mir-4500	MIR4500HG	NA	NA	NA	0	0	0	0	0	0	1.359075	0.0641769003436426
hsa-mir-4501	HS6ST3	0.282	0.498	8	0	0	1.010676	0.0183056735395189	0	0	0.238902	0.00414468041237113
hsa-mir-4503	SLC25A21	NA	NA	NA	0	0	0	0	0	0.112139	6.554733	0.348873075601375
hsa-mir-4504	L2HGDH	0.525	0.119	10	0	0	0.436508	0.00712840206185567	0.747075	3.857574	18.385285	4.27960259793814
hsa-mir-4506	ASB2	0.665	0.149	6	0	0	1.466951	0.0105855567010309	0	0.932574	49.531772	2.27716391408935
hsa-mir-4507	MIR4538	NA	NA	NA	0	0	0.497162	0.0029579793814433	0	0	2.768495	0.053453587628866
hsa-mir-4510	LINC02853	NA	NA	NA	0	0	0.264841	0.00198645017182131	0	0	0.142741	0.00126458419243986
hsa-mir-4511	DENND4A	-0.0622	0.719	36	0	0	0.935736	0.0466288109965636	0.769708	2.996567	16.37151	3.26871254639175
hsa-mir-4512	SNAPC5	-0.111	0.671	17	0	0	1.466951	0.0285810859106529	2.83332	21.804537	56.56601	22.0470405841924
hsa-mir-4515	AC022558.2	NA	NA	NA	0	0	1.512549	0.120331872852234	0	0	0.323312	0.00210290034364261
hsa-mir-4515	AC024270.1	0.0932	0.811	9	0	0	1.512549	0.120331872852234	0	0	0.165569	0.00504578694158076
hsa-mir-4517	AC009093.11	0.0145	0.975	7	0	0	0.792511	0.0761390618556701	0	0	57.634279	0.321518673539519
hsa-mir-4517	NFATC2IP	0.00187	0.987	74	0	0	0.792511	0.0761390618556701	3.469277	17.36184	53.28554	18.2070052508591
hsa-mir-4518	ITGAL	-0.419	0.483	5	0	0	0.740874	0.00798722336769759	0.035026	1.664515	36.681921	2.74865356701031
hsa-mir-4519	BCL7C	-0.216	0.042	89	0	0	2.561771	0.134392367697594	0.688192	3.87957	16.592152	4.15535817869416
hsa-mir-451a	AC024267.1	0.057	0.791	24	19.45063	188.6969	4507.128	311.275773264605	0	0	0.160416	0.00451614776632302
hsa-mir-452	GABRE	0.431	7.61e-14	275	1.466951	113.0519	509.3698	133.798851735395	0	3.105807	28.404155	4.41405025085911
hsa-mir-4520-2	C17orf100	NA	NA	NA	0	0	0.268551	0.00282737113402062	0	0	4.89944	0.0515757422680412
hsa-mir-4523	AC068025.2	0.389	0.17	14	0	0	1.71187	0.139068151202749	0	0	7.793261	0.0853139587628866
hsa-mir-4523	TAOK1	-0.086	0.4	98	0	0	1.71187	0.139068151202749	1.186276	6.037371	51.413516	6.56923342955326
hsa-mir-4524a	ABCA6	-0.0269	0.867	41	0	0	13.83298	0.10929375257732	0	0.120303	4.955125	0.259669903780069
hsa-mir-4525	RAB40B	0.0746	0.478	93	0	0	4.400853	0.150113189003436	0.564834	13.46111	68.662303	15.1047179725086
hsa-mir-4526	LDLRAD4	-0.508	0.0534	15	0	0	0.809281	0.0153256735395189	0.029668	2.166348	11.896598	2.54421652920962
hsa-mir-4527	MIR4527HG	NA	NA	NA	0	0	1.041434	0.0041025910652921	0	0	11.198861	0.0398369518900344
hsa-mir-4528	DCC	-0.488	0.512	4	0	0	0.272266	0.00238907216494845	0	0.022663	0.545432	0.039892381443299
hsa-mir-4529	TCF4-AS1	NA	NA	NA	0	0	4.165737	0.0702230687285223	0	0	1.166735	0.00681310309278351
hsa-mir-4531	AC243964.3	NA	NA	NA	0	0	0	0	0	0.369037	2.189794	0.449798996563574
hsa-mir-4533	MIR646HG	0.428	0.338	7	0	0	1.179122	0.0276529381443299	0	0	0.937366	0.0210491821305842
hsa-mir-4534	POLR2F	NA	NA	NA	0	0	0	0	0	33.841312	92.768834	34.2938485979381
hsa-mir-4535	TAFA5	NA	NA	NA	0	0	0	0	0	0	1.661244	0.00777603436426117
hsa-mir-4538	MIR4507	NA	NA	NA	0	0	0.497162	0.00461691408934708	0	0	0	0
hsa-mir-454	SKA2	0.0419	0.491	272	0	6.550155	45.19329	7.5089015395189	5.944804	29.135337	80.697826	30.47974095189
hsa-mir-4540	PAX5	NA	NA	NA	0	0	0	0	0	0.138486	48.04808	0.806920189003436
hsa-mir-455	COL27A1	0.278	1.93e-06	285	14.2418	128.1324	1046.325	188.388201821306	0.104503	2.868344	30.03718	3.98385880756014
hsa-mir-4632	TNFRSF1B	-0.0646	0.517	103	0	0	6.244114	0.230997295532646	2.226265	23.990763	110.102362	25.8498270996564
hsa-mir-4633	ISOC1	NA	NA	NA	0	0	0	0	2.330538	17.004461	41.474143	18.2771857353952
